2024-06-26T00:25:47.121+05:30  INFO 3224 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2024-06-26T19:43:06.130+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:06.131+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T19:43:06.133+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T19:43:06.137+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T19:43:06.137+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T19:43:06.137+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T19:43:06.137+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:06.140+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T19:43:06.140+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T19:43:06.142+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.c.AuthenticationController       : Authentication endpoint
2024-06-26T19:43:06.142+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to authenticate the user
2024-06-26T19:43:06.229+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to fetch user details of user with username :akarshtkn@gmail.com
2024-06-26T19:43:06.235+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to generate token with user details
2024-06-26T19:43:06.235+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to generate token without extra claims
2024-06-26T19:43:06.235+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to generate token
2024-06-26T19:43:06.236+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:06.237+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.c.AuthenticationController       : Executing business logic to set the cookie in response header
2024-06-26T19:43:06.237+05:30  INFO 4720 --- [http-nio-8080-exec-4] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to map User to AuthenticationResponse class
2024-06-26T19:43:10.159+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T19:43:10.160+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDExMTg2LCJleHAiOjE3MTk0MTgzODZ9.vZVx62zgzkdTSek7IB2YDnbFfOzKWIU3Tl-1cRerXjM
2024-06-26T19:43:10.160+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T19:43:10.160+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T19:43:10.162+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T19:43:10.163+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:10.165+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T19:43:10.165+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T19:43:10.169+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T19:43:10.169+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T19:43:10.169+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T19:43:10.169+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:10.172+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T19:43:10.172+05:30  INFO 4720 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T19:43:18.842+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T19:43:18.842+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDExMTg2LCJleHAiOjE3MTk0MTgzODZ9.vZVx62zgzkdTSek7IB2YDnbFfOzKWIU3Tl-1cRerXjM
2024-06-26T19:43:18.842+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T19:43:18.843+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T19:43:18.843+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T19:43:18.843+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:18.845+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T19:43:18.846+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T19:43:18.850+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T19:43:18.850+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T19:43:18.850+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T19:43:18.850+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:18.853+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T19:43:18.854+05:30  INFO 4720 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T19:43:30.457+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T19:43:30.458+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDExMTg2LCJleHAiOjE3MTk0MTgzODZ9.vZVx62zgzkdTSek7IB2YDnbFfOzKWIU3Tl-1cRerXjM
2024-06-26T19:43:30.458+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T19:43:30.458+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T19:43:30.458+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T19:43:30.458+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:30.460+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T19:43:30.461+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T19:43:30.464+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T19:43:30.464+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T19:43:30.465+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T19:43:30.465+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:30.467+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T19:43:30.468+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T19:43:30.478+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T19:43:30.478+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username 0r gameId
2024-06-26T19:43:30.478+05:30  INFO 4720 --- [http-nio-8080-exec-7] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T19:43:37.406+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T19:43:37.407+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDExMTg2LCJleHAiOjE3MTk0MTgzODZ9.vZVx62zgzkdTSek7IB2YDnbFfOzKWIU3Tl-1cRerXjM
2024-06-26T19:43:37.407+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T19:43:37.407+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T19:43:37.407+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T19:43:37.407+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:37.409+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T19:43:37.410+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T19:43:37.414+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T19:43:37.414+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T19:43:37.414+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T19:43:37.414+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T19:43:37.417+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T19:43:37.417+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T19:43:37.418+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T19:43:37.418+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username 0r gameId
2024-06-26T19:43:37.418+05:30  INFO 4720 --- [http-nio-8080-exec-8] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Game Id
2024-06-26T20:05:40.242+05:30  INFO 4720 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2024-06-26T20:05:40.272+05:30  INFO 4720 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2024-06-26T20:05:40.281+05:30  INFO 4720 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2024-06-26T20:05:43.909+05:30  INFO 1304 --- [main] com.tuskers.backend.BackendApplication   : Starting BackendApplication using Java 17.0.11 with PID 1304 (D:\Projects\Tuskers Database Web Application\backend\target\classes started by MSI 1 in D:\Projects\Tuskers Database Web Application\backend)
2024-06-26T20:05:43.909+05:30  INFO 1304 --- [main] com.tuskers.backend.BackendApplication   : No active profile set, falling back to 1 default profile: "default"
2024-06-26T20:05:44.878+05:30  INFO 1304 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-06-26T20:05:44.949+05:30  INFO 1304 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 62 ms. Found 2 JPA repository interfaces.
2024-06-26T20:05:45.652+05:30  INFO 1304 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port 8080 (http)
2024-06-26T20:05:45.671+05:30  INFO 1304 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2024-06-26T20:05:45.672+05:30  INFO 1304 --- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.24]
2024-06-26T20:05:45.754+05:30  INFO 1304 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2024-06-26T20:05:45.754+05:30  INFO 1304 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1802 ms
2024-06-26T20:05:45.911+05:30  INFO 1304 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2024-06-26T20:05:45.995+05:30  INFO 1304 --- [main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.5.2.Final
2024-06-26T20:05:46.042+05:30  INFO 1304 --- [main] o.h.c.internal.RegionFactoryInitiator    : HHH000026: Second-level cache disabled
2024-06-26T20:05:46.396+05:30  INFO 1304 --- [main] o.s.o.j.p.SpringPersistenceUnitInfo      : No LoadTimeWeaver setup: ignoring JPA class transformer
2024-06-26T20:05:46.427+05:30  INFO 1304 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2024-06-26T20:05:46.603+05:30  INFO 1304 --- [main] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@4fbb1144
2024-06-26T20:05:46.606+05:30  INFO 1304 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2024-06-26T20:05:47.580+05:30  INFO 1304 --- [main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-06-26T20:05:47.643+05:30  INFO 1304 --- [main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-06-26T20:05:47.919+05:30  INFO 1304 --- [main] o.s.d.j.r.query.QueryEnhancerFactory     : Hibernate is in classpath; If applicable, HQL parser will be used.
2024-06-26T20:05:48.055+05:30  INFO 1304 --- [main] eAuthenticationProviderManagerConfigurer : Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider
2024-06-26T20:05:48.056+05:30  WARN 1304 --- [main] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider.
2024-06-26T20:05:48.119+05:30  WARN 1304 --- [main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-06-26T20:05:48.383+05:30  INFO 1304 --- [main] o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@d8751de, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6e21c6ed, org.springframework.security.web.context.SecurityContextHolderFilter@2c02cf78, org.springframework.security.web.header.HeaderWriterFilter@3b60be3, org.springframework.web.filter.CorsFilter@75c30a4f, org.springframework.security.web.authentication.logout.LogoutFilter@75b6bd41, com.tuskers.backend.jwt.configuration.JwtAuthenticationFilter@50aa9a91, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@29ebaf2f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@73dc7db0, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@360e4235, org.springframework.security.web.session.SessionManagementFilter@1500edf3, org.springframework.security.web.access.ExceptionTranslationFilter@1d0acb8f, org.springframework.security.web.access.intercept.AuthorizationFilter@1d5fc340]
2024-06-26T20:05:48.581+05:30  INFO 1304 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port 8080 (http) with context path '/'
2024-06-26T20:05:48.589+05:30  INFO 1304 --- [main] com.tuskers.backend.BackendApplication   : Started BackendApplication in 5.11 seconds (process running for 5.452)
2024-06-26T20:06:40.222+05:30  INFO 1304 --- [http-nio-8080-exec-3] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-06-26T20:06:40.232+05:30  INFO 1304 --- [http-nio-8080-exec-3] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2024-06-26T20:06:40.234+05:30  INFO 1304 --- [http-nio-8080-exec-3] o.s.web.servlet.DispatcherServlet        : Completed initialization in 2 ms
2024-06-26T20:06:40.265+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:06:40.265+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDExMTg2LCJleHAiOjE3MTk0MTgzODZ9.vZVx62zgzkdTSek7IB2YDnbFfOzKWIU3Tl-1cRerXjM
2024-06-26T20:06:40.265+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:06:40.265+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:06:40.265+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:06:40.278+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:06:40.334+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:06:40.334+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:06:40.534+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:06:40.534+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:06:40.534+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:06:40.534+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:06:40.534+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:06:40.534+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:06:40.618+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.AuthenticationController       : Authentication endpoint
2024-06-26T20:06:40.618+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to authenticate the user
2024-06-26T20:06:40.740+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to fetch user details of user with username :akarshtkn@gmail.com
2024-06-26T20:06:40.745+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to generate token with user details
2024-06-26T20:06:40.745+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to generate token without extra claims
2024-06-26T20:06:40.745+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to generate token
2024-06-26T20:06:40.749+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:06:40.764+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.AuthenticationController       : Executing business logic to set the cookie in response header
2024-06-26T20:06:40.786+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to map User to AuthenticationResponse class
2024-06-26T20:06:43.740+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:06:43.740+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDEyNjAwLCJleHAiOjE3MTk0MTk4MDB9.EtRUfVOYVT-zKYT3mIWdopqWV9-2mP-JtCN8wbW3NwI
2024-06-26T20:06:43.740+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:06:43.740+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:06:43.740+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:06:43.741+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:06:43.743+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:06:43.743+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:06:43.748+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:06:43.749+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:06:43.749+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:06:43.749+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:06:43.751+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:06:43.751+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:06:43.755+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:06:43.755+05:30  WARN 1304 --- [http-nio-8080-exec-2] c.t.b.p.controller.PlayerController      : Neither username nor gameId provided
2024-06-26T20:20:02.754+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:20:02.754+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:20:02.756+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : null
2024-06-26T20:20:02.756+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : null
2024-06-26T20:20:02.756+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:20:02.756+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
